"sys_loadingid","sys_cdc","sys_checksum","lieferadrid","kundeid","strasse","hausnummer","adresszusatz","plz","ort","land"
2,I,0x3007089047d560c4b4b15e284c9c7900db7bb649f098b7852abf6c543a072634,842,"342",Grabenweg,"103",,"55758",Mörschied,
2,I,0x09c8cdbfd9b2bef9e852bdaafae674bbac0bb4ae82755b53267d57374c855a33,844,"344",Lürmannstraße,"160",,"79294",Sölden,
2,I,0xa77ff0f9853ef87a476cf7f7491d4a5186d847fe8fa06e1cd7cb0c2aef598fe4,835,"335",Franz-Sellhorst-Straße,"34",,"84307",Eggenfelden,
2,I,0x7f94dff4671a898ae6dbc66c5c8d2aea23409b178bac62fb5cad1ca75f47c320,849,"349",Hohle Gasse,"49",,"24329",Rantzau,
2,I,0xf8b861e2a87c72bc6b2df2d927b016b700f0f770dd5daa7ea00c168fe2b8a30b,826,"326",Neue Bergstraße,"196",,"42579",Heiligenhaus,
2,I,0x332ec03f7ce3428defa036dd501b30a083b223376d43a1d712f2f2f6e298302b,845,"345",Wilkenheide,"199",,"86465",Welden,
2,I,0x15e7df8c992f2b31bb7bbc5a6db040de3c0dd5c802fd1826d49233175f6b8bce,870,"320",Mayener Straße,"54",,"24994",Osterby,
2,I,0xcc322c3815e85f0d49905d48969bd1050a8dc2c4aeb1e5df81cfed00e07ba62e,862,"312",Steinfelder Straße,"10a",,"23881",Niendorf,
2,I,0xf9d28c870663d54f5a18e38703dabca25810a771b47658b592a1731773bd7ba2,830,"330",Am Kolk,"115",,"21720",Guderhandviertel,
2,I,0x232540d5fe265154016bbf5b9801a5f606937d5c2f4087c788b98940e8e538f9,840,"340",Weidenkamp,"13",,"91522",Ansbach,
2,I,0x04eab546ae6962469219cb1aba0d2a73e717dc3ca89130baf8fe23f6e3be3131,904,"92",Alte-Wipperfürther-Straße,"46",,"45326",Essen,
2,I,0x6c59121521519fcadde5184dfea342447e0102822b0128ab9588945ca9efd4fe,858,"308",Georgsweiler Straße,"181",,"71144",Steinenbronn,
2,I,0x83a2e29000cceaa82a492c517975419fb7472af99f509ba1c1cac427f0141afa,854,"304",Klyer Damm,"167",,"27245",Kirchdorf,
2,I,0x1f3db4b01e6b2d8fe74aede222994b358f1abc42472a4cc77f150242b72ec8a7,888,"338",Am Bahndamm,"137",,"56761",Düngenheim,
2,I,0x87789801538d7840d2cbe189dc132d7a6088ca795ec6bc4f876bf902c11954c9,810,"310",Patterner Ring,"137",,"24864",Goltoft,
2,I,0x92abd478f125776829a78543f9855758512c95769b403a6ab2776907b46aa54c,857,"307",Schultenhof,"186",,"17192",Groß Dratow,
2,I,0x3f4600f39401ef0c6858a4aab9225d8f29bf487514edb8e015c1bfda86bc6b4f,814,"314",In der Obermark,"117",,"57610",Bachenberg,
2,I,0x5c3b309c7657616a639f49d825da3994e67b3a08c9b3b2a483016c8b74ab05d5,890,"340",Maischeider Straße,"98",,"38387",Söllingen,
2,I,0xa3d33f2cc6fea473301d9c09dae2ec9786407979c08fd0280164682ad3729c88,860,"310",Kampstraße,"189",,"56337",Eitelborn,
2,I,0xa867677f545000b65e25cd25ecba853edb930371bb216392dce402a8346a85fa,912,"269",Rheinuferstraße,"77",,"92545",Niedermurach,
2,I,0xedbebf13b086d49fceefdca4b60c1eeba193e4265b42c4985830ba363ebce971,906,"136",Leienstraße,"155",,"94513",Schönberg,
2,I,0xa43bab89ffea0340291ef48ed3169e84efae7111deb86a4476b7704f007680a6,829,"329",Rohrbachstraße,"170",,"10551",Berlin,
2,I,0xfa56ec72e07853289ba737cf9f6023b027fa37434d08af2d7ba656a4c551d736,895,"345",Hollerweg,"10",,"24809",Nübbel,
2,I,0x5d00b05095bb2346c2a3e159d59d511698402eb2436c00ec0094f72a2700359c,894,"344",Mertener Straße,"114",,"55545",Bad Kreuznach,
2,I,0xd6e51626d918eca57a7c4e9c568151b259326a807a64f5ca40ced2763ed334c0,909,"203",An der Kreuzstraße,"96",,"97845",Neustadt am Main,
2,I,0xb27dd3b435548f519e4efa2517d3a6fc8d3c818f1b654c96d35ab2000578f946,905,"114",Beuelsweg,"59",,"73033",Göppingen,
2,I,0xb46d3a746692179f613ff340b666d0854585e1307849ede745a7480405d27cd5,864,"314",Alter Venloer Weg,"149",,"78098",Triberg,
2,I,0xd4036c77110e55892be9370da98472a5837848b0b47df405ab8455f08d8f03b5,901,"23",Dietrich-Bonhoeffer-Straße,"100 b",,"76857",Ramberg,
2,I,0xf181d26296931a4924914dfb7e05df625c8324ee85d34a7f5a6422c9564c054e,884,"334",Laakbaum,"25b",,"63911",Klingenberg am Main,
2,I,0xf768ee23cabee77106b8e3f08b5836bc8de289fab64c2b0c84c58adb1d98f677,824,"324",Hein-Saß-Weg,"45",,"52249",Eschweiler,
2,I,0x3ad8953aa1da82feb20611fe063e7d63d5a18d595c99442a7ab923e21ef5fd26,902,"56",Von-der-Tinnen-Straße,"150",,"57334",Bad Laasphe,
2,I,0x675cb14347d6d978141191b47f0adc04b0a40a2396a0ff0801dab95b830e89ea,873,"323",Bischof-Hermann-Straße,"16",,"71144",Steinenbronn,
2,I,0xdf26722f660be4a3a05e0090a85f9ede65cb67fd6fbf1fe98f3a9f570e761ec4,859,"309",Urdorfer Weg,"164",,"54578",Nohn,
2,I,0x68b06b751bbc6ea490a891b66648a9398cd804bb315bb9aed262cd8c9f9a8b32,911,"247",Auf dem Kampe,"156",,"24955",Harrislee,
2,I,0xaba4f65b03c86e1db46f3c7afa98c46bb87d81a771006337c5b2ae56a2f12ffe,878,"328",Unter der Burg,"47",,"82490",Farchant,
2,I,0x3acf2b222aad0ff5a82e39d3d47c5f8d30ac70033620cc00b47e6e540d274a7c,867,"317",Feußweg,"35",,"26384",Wilhelmshaven,
2,I,0xb29cde2ad73041563d70f875bd115696f4566a297bb6ffd720d8a2a8256959be,907,"158",Deutz-Kalker Straße,"123",,"83043",Bad Aibling,
2,I,0x3c343f1626b06e3a438af5ffd9828a267f9cdf0a0f39caa59c88158b47a91cd0,808,"308",Watzmannstraße,"67 b",,"73092",Heiningen,
2,I,0x56ef959033e0e309174ce22ba40eaf83e46bc32929bb9bab0b79fbc8c0497ff6,874,"324",Im Kringelbuhr,"179",,"56459",Härtlingen,
2,I,0x452c2b2e9207a3f43ffb4acae302371af62ea9518ad897c96db73ffc1ed543c5,832,"332",Auf dem Felde,"42",,"23626",Ratekau,
2,I,0x8cde5f0addbf9b4a2f31a08901fc03731d0f20be74dd1a034d27f5e4551ae022,908,"180",Hedemündener Straße,"17",,"74382",Neckarwestheim,
2,D,0x,384,,,,,,,
2,D,0x,999997,,,,,,,
2,D,0x,999996,,,,,,,
2,D,0x,47,,,,,,,
2,D,0x,475,,,,,,,
2,D,0x,999995,,,,,,,
2,D,0x,100,,,,,,,
2,D,0x,999999,,,,,,,
2,D,0x,487,,,,,,,
3,I,0xece6f79853e82aa640a38468fee565cf17206d47802cc508f6620c8fc7e901e1,921,"356",Am Kapellenberg,"20",,"38442",Wolfsburg,
3,I,0x795ffc963293793d886f586b938adef510e5f4bdd36faae4cc84f5be816811a3,957,"392",Schwerter Straße,"195",,"56291",Maisborn,
3,I,0xf071e5ebaa3ae0e8d89d90c8622309b6d394a59e3790900209f0df46a4892ab3,996,"371",Tilsiter Weg,"67",,"27498",Helgoland,
3,I,0x05f1ed1c1a175da9d5d7ede91197499a549e3ae0131259a9f2b49bd18ed6359f,969,"404",Bornwiesenstraße,"43",,"88138",Sigmarszell,
3,I,0x3299461fc752a4c3839315751bfb090ee5d7c1b48f56d8a818e90085d080934b,942,"377",Am Fischteich,"15",,"45739",Oer-Erkenschwick,
3,I,0x000b7f62f256e73fc7f4769834af6626d6c2300d7fe796d60fd2f915e966ebf3,1009,"384",Schwerzfelder Straße,"139",,"55299",Nackenheim,
3,I,0x1df1ad42e8fcb71d1fbf044716ab0f14106b45412f2695a4a07e0b9876325613,974,"409",Am Stömpgen,"70",,"39112",Magdeburg,
3,I,0x74cce6ba89524d1dfc66709e2d55cfa949507aee6b1ba2e803b0c7ce0d53b6d9,1031,"406",Im Thomasfeld,"186",,"72458",Ebingen,
3,I,0x3b6cc38e700be8165b7d4a83c7308f5ff024d188ae61c4a63a491aa7c785acd0,1033,"408",Langestraße,"48",,"57632",Seifen,
3,I,0x5c9434d6a554fccb5df01f3fc2db5618e43fb46b9da3f6a6e4f8799f95ff7ee3,1019,"394",Reiweg,"37",,"84439",Steinkirchen,
3,I,0x447fc1859f052f774b29d7bf051c0e99586e83886c30f9587f9232d5fc1ff8f0,958,"393",Am Reitplatz,"96",,"17168",Warnkenhagen,
3,I,0xe37f6dd59cc9362bbdf2e77c61486eb661ff82ce7dd0f93cbec6b94e941743e5,1021,"396",Bergisch Gladbacher Straße,"112",,"23847",Stubben,
3,I,0x251536c0b329d982356598303695f9b5c14afbf3bf857d2fe8ea4cb2d71d9e1b,980,"355",Auf der Seeburg,"166",,"56244",Hahn am See,
3,I,0x839bd81848f8cddeef3658a8b7f42123ae76859eb6030dd349ff25911454a91e,1003,"378",Am Rain,"53",,"54518",Niersbach,
3,I,0xb660067f4b9b8c469d90ba5df87de504a286c73a4448401ee3083d5fb72ad706,949,"384",Wissener Straße,"145",,"38228",Salzgitter,
3,I,0xde929fac471d23fae6fc1e5f0905140980711db62a8da67205748960233fc451,927,"362",Brüsseler Straße,"79",,"56729",Ditscheid,
3,I,0x5dc4bab28c0b7bf08c6ec3cd9d3e363802d03b509fae04e0c80542923001f3ce,995,"370",Jan-von-Werth-Straße,"120",,"19406",Hohen Pritz,
3,I,0x2cb94a5313ea539ed63f4d1a4b3a3ed7fcd8b5ca013c762c7f55911adc27933d,918,"353",Fischbacher Straße,"160",,"38173",Veltheim,
3,I,0x288839bae85202e2851fda152ce1cc28f6f9a6c02d18544686d619b07f9c79aa,956,"391",Gorch-Fock-Weg,"162",,"9405",Zschopau,
3,I,0xd678ce9b14f8e865962a07bcf6c6900c06055d7d787a961a1cddb90babebe089,1014,"389",Wilhelm-Leuschner-Straße,"189",,"24805",Hamdorf,
3,I,0x890479bee58906d186f2eb1ecd58137c0cbd96cb9138bc1814d9c04e141e5157,1026,"401",Wendelstraße,"41",,"25863",Langeneß,
3,I,0x45269fccfa216d0c4c3ade77ef1fd974f01f50824f6675ac2376ffe4f47f365b,938,"373",Postplatz,"9",,"48465",Engden,
3,I,0xb4ade8e59deaef04d19569946aca1aa11091a6a98855cea1ee4cb77b4fc060f8,1023,"398",Merowinger Straße,"18",,"24119",Kronshagen,
3,I,0xc642a73807c37b57b90121144139a79a60f67e9d26096689223a129439f196f3,1000,"375",Grabbestraße,"98",,"33335",Gütersloh,
3,I,0x95637fc0b8471c706a09a0a4f50bbda9483d10e4056d27f89de60389225ee4c0,970,"405",Frankfurter Straße,"72",,"24536",Tasdorf,
3,I,0x028af2bddbe8f4930a90d1295245f58b38131c586fed61e200f3ad722fb9a8ce,919,"354",Waldorfer Straße,"48",,"72356",Dautmergen,
3,I,0xf569864981c734f4f31986397b410f5c424f561144b819e64d5fd0ec7b2f36fb,946,"381",Gießener Straße,"91",,"53925",Kall,
3,I,0xb3c0ee4228686275918f7ac1547de700495f5e7f8c23ae7db1936d1ee2cb1fa1,984,"359",Saarlandring,"115",,"34212",Melsungen,
3,I,0xecdf6fcbd6cdce0a7478d5072b25fa5ebf74569508a8ebb9711c5affc6daf39d,965,"400",Am Wiesenrain,"193",,"48145",Münster,
3,I,0x328226539ec2a567e43112249a96909a45ea403efec6cad49e8fd78d9541c9f5,923,"358",Klyer Damm,"159",,"23619",Hamberge,
3,I,0x066b60c48b4646cd4bce55e4c8a749578f624223819e3cec43147eabe9153456,997,"372",Seelbacher Straße,"198",,"55288",Gabsheim,
3,I,0x16f476c5d00b444e3e3a7cdd619e6cf321d3a114dd0b906a53340669c9961494,952,"387",Börnsener Straße,"43",,"41460",Neuss,
3,I,0xc37d4eb9e4afd40f2acf69cda9d62ff000de92240c4932c093a9d50ee2aac303,977,"352",Im Wingert,"133",,"37197",Hattorf am Harz,
3,I,0xa050275efc1dddf1524f2fdd724d7b8bd0f78c81657f1a1f4c5f74bcbe4ec6a6,976,"351",Mühlenbreite,"12",,"54533",Hasborn,
3,I,0x31e45f3d19fc97144156e19570101c0fdb547f2885e546a2e7a08368b2ec4320,1007,"382",Haßlinghauser Straße,"97",,"8428",Langenbernsdorf,
3,I,0xe2fb992b767cf8d28a31e01fa3b89bc500580f8737f3dc660bd11c9e321855db,983,"358",Schumacherstraße,"105 c",,"39638",Seethen,
3,I,0xfe125b3d3c18638e5dbe1d44aba199d76a493089f30924a63ba2859cf35610b6,1011,"386",Wilkestraße,"112",,"65232",Taunusstein,
3,I,0xe87e385245730a20aa163d9d46defa87dfb81fda47dea52f4e5f3debe77ccc31,994,"369",Ludwig-Thoma-Straße,"75",,"57439",Attendorn,
3,I,0x317eac60750bd0f9ba90f026cb77eef29305c3272757b0fa8ff907a95de2fdb4,979,"354",Sanddornweg,"47 a",,"44388",Dortmund,
3,I,0x1f77b37d45f3cc24b9c15e8db456a065c2d3475bc847df405f49b01fa14694f8,931,"366",Karl-Busch-Straße,"147",,"23564",Lübeck,
3,I,0xc4e36583a5c3634876c4645c2d5ff5779a14bc012fa14cf782c9ac4de4b0ef67,954,"389",Bennigser Straße,"159",,"54340",Bekond,
3,I,0x73c42ea33df21e5414d9c2bea16aba07948c5b680a2410f29dc91f7b4ba1a45a,1029,"404",In der nassen Struth,"7",,"84524",Neuötting,
3,I,0xee8a907517736127d6d99b07d18c312d49d315df4e11564e77f70092c9b17dd6,935,"370",Mühlenberg,"2",,"24616",Sarlhusen,
3,I,0xe66bd8d840fcf2773503f2a32c61b6ce4067ac33717b37922b8d932002015fc3,937,"372",Siebengebirgsstraße,"62",,"45133",Essen,
3,I,0xa4611d3929ce7a3fec129a86396d426667f0e3a50f4d81ba19187a881f2c469a,1001,"376",An der Floßwiese,"195",,"59939",Olsberg,
3,I,0xff745f8436ab6eab429acf9e8728494aae8f980aa424510eeb3e6825e455681d,966,"401",Bauernweg,"114",,"56237",Sessenbach,
3,I,0xf7190170c10bba218718037887b71dc1b64649762427562b054b31acb8a37b8b,1017,"392",Am Guckelsberg,"114",,"91238",Offenhausen,
3,I,0x427d1e89950c4ccf190b72e0db046e627e6fc97acccddde14bff12503c57391e,1022,"397",Krumme Straße,"119",,"64754",Eberbach,
3,I,0x4d61782df85ed0db7276da8ea61bcc6c8eb16dc7b94227644c9f3fb26421b05c,1006,"381",Höhweg,"13",,"24634",Arpsdorf,
3,I,0x9a4fc79e40578ee94edc88f5b8d7921c65787470f3d8d4676fc280863aee006b,941,"376",Hermelinweg,"12",,"55234",Gau-Heppenheim,
3,I,0x9881452a0e72e09164d6ee7bbf5bc33dffd6eb96082de1a63635f1e486c326d6,1018,"393",Böttgerstraße,"176",,"76857",Silz,
3,I,0x54708896c581bb42caa1c8b0e0278ed81865e36bdb03a6dc01897702aee737ed,928,"363",Im Esch,"140",,"73467",Kirchheim am Ries,
3,I,0x3d49741b04c3a9d4313b5770b74c79aae8a763158f4ff71cac9d80916034625c,987,"362",Estern,"171",,"67582",Mettenheim,
3,I,0xe006a80ed75186e8a9f48202ef528a455e09e0c849bb0500a6a375f74623a45e,985,"360",Eichhofstraße,"147",,"47809",Krefeld,
3,I,0x08d18b6cd50e6002e7c27b463113a564ce7d53be975ee1ffb4dca55b11eae1b1,971,"406",Heppinger Straße,"187",,"29416",Benkendorf,
3,I,0x4d475fde4b7d118a6be7cfa073b7f934280c6fff4c90dd5cb5691287feaa57b1,930,"365",Neitzerter Straße,"155 b",,"94505",Bernried,
3,I,0xe6980f9739a2820d45850aae858f7f9148626d003d5aab00a5aa15b925f93d6e,959,"394",Ruhrblick,"99",,"59063",Hamm,
3,I,0x841f495d8c71aa2eb0c169ad5178450b9af418cacd739df7cfddbafe3ef8d9f7,1005,"380",Balder Straße,"2",,"29472",Damnatz,
3,I,0xd057929ce2758afedbad08661f98fb1fa5cf52182885c12180de88cfbcab0724,967,"402",Böcklerstraße,"134",,"71299",Wimsheim,
3,I,0xe90b8ef8a5a7fc0126b7a5b2507bddacc8a1a08dd0bac2f38f87db84d563d5a5,1002,"377",August-Bebel-Straße,"3",,"56828",Alflen,
3,I,0x8d57365a601470696842f65c077ca58b0ce7327330220662d11d1fe086bd6e45,939,"374",Auf dem Graben,"185",,"93167",Falkenstein,
3,I,0xdf768402b2648cdb4e7755f7034c1d2185fbc77307ebc231e4d5e4dca8bc39f5,988,"363",Wäschbachstraße,"185",,"51643",Gummersbach,
3,I,0x774965859e5c37609a817e19601da160e2fc71a77e2515fa7fddea16ef8a0917,991,"366",Buchwaldstraße,"51",,"56761",Hauroth,
3,I,0x878d2c653ccfdc1d7a8b8a6b2ed15888f43d73119c059e898b2288d95f5f5ebc,940,"375",Eckhausen,"123",,"79359",Riegel am Kaiserstuhl,
3,I,0x92d4e2b6e84b65d7778ec6d2cbc9c2948e3d7140c22e20a19e077043a05fe1cb,986,"361",Ludewigstraße,"172c",,"23909",Bäk,
3,I,0x04f4996cd5648c6933be598452ca64737d09066a45083eeb3fb94304fc6a4881,950,"385",Im Maerenthal,"55",,"73565",Mooswiese,
3,I,0xf70f3e3f504beec6fdf7e09536c707d9e367c0473a41b3ed4f7d04cf5f32eb79,961,"396",Steinackerstraße,"91",,"66484",Kleinsteinhausen,
3,I,0x8f0cf282be430635cd52393e3e4711ed0ec0699455f2e1c2bddcf89b66e3cc77,951,"386",Oberste Bitze,"18 b",,"88416",Ochsenhausen,
3,I,0x3372f6cf5ab23c4d8955fee1b3ae0e9a885410171d47c7ccd0baaf3e7a175a89,934,"369",Bussardstraße,"183",,"7389",Keila,
3,I,0xd0a4f1c07e713913b42305aeeb9df70d2c82d0be2d5bdbcfe8834b81aeebcc02,1020,"395",Wülfingstraße,"179",,"86558",Hohenwart,
3,I,0x48cd974cd91be78f590a0cae380a524e92dcab8f286111ae98af94bcac269415,964,"399",Alter Venloer Weg,"152",,"27327",Schwarme,
3,I,0x85c35cc6a5f418e4075812dcc2379941551c591a7bdd47e32ecf01d894a478fa,968,"403",Langenhahner Straße,"151c",,"56651",Oberzissen,
3,I,0x51887af67836204a243367e2bbbf3de6701acf8d59ab0dc866942430fcd6e25d,922,"357",Frankenring,"125",,"49219",Glandorf,
3,I,0x54e83ce7789ccbcc26d13ef9a2a67f24e23f0f75a6893dc54a3316cc60bfdb12,1008,"383",An den Quellen,"12",,"72076",Tübingen,
3,I,0x21c4291858193ba1b21bd5a0937fb032524446eecf1c99be2317813fd751ea1c,1032,"407",Von-Thünen-Straße,"30",,"67308",Biedesheim,
3,I,0x0ffaddfe87f31f0826055fa914f268afd613a73013ac3765093dcba55a40a7c9,1004,"379",Niederberger Straße,"81",,"74865",Neckarzimmern,
3,I,0x97a8c28673829f09cd06f29915b2bbbe7bf3bc0c9b210844bf84ee4b281b08b3,947,"382",Heydenstraße,"77",,"54636",Hamm,
3,I,0x9e19e71fe18ea752e3625d916b89e8ff5a42d0604e8f55c2932e6d2d25c8031c,955,"390",Forsthausstraße,"160",,"57629",Dreifelden,
3,I,0x60f0d3000816b3bda97a65b2c1081224346807cae8d9c4302ed77d50a81b45bd,973,"408",Nicolaistraße,"119",,"85617",Aßling,
3,I,0xb832c4c9db807effbc5d0e73e3d1f559b0b2e1509ffd40b7c3f2976f1a64a26a,1013,"388",Bleibergstraße,"113",,"24244",Felm,
3,I,0x9034972fccf03fc3e1117abf2c1c2d229f80137b1a53d9f9937772c2bf9fc8e7,1025,"400",Am Hohen Ufer,"66",,"56242",Ellenhausen,
3,I,0xd1b226a9ab0260b1d8a6684fa10717ba95d100b66968882240aec941ed6c69d7,932,"367",Im Teich,"9",,"35764",Sinn,
3,I,0x08ec4ab53addb141999eefc6aece6c47e97d4a3828f75c167d9a15bc4b0b9c2d,999,"374",Am Sundern,"10",,"47533",Kleve,
3,I,0xa90d3dcbac6dbdfdcab683dcd30fee904cb71fc6f48d5ac81f2c26e768de69a4,992,"367",Burg,"107",,"29556",Suderburg,
3,I,0xebc3b6cd7c98f717002156531aa33a8c8927b32b26a9108f37a14a3b86d83064,993,"368",Breslauer Weg,"47",,"76684",Ã–stringen,
3,I,0x26803b2ba9d0123f722975e909cd9dce71e6d4f01a6f3a10440d2e0cf9fdd059,1028,"403",Neufelder Weg,"108",,"73494",Rosenberg,
3,I,0x197424ffd8e8f678a836fe88afc6cf7ca5ba1cb01d53efb5afd0e55c1003eb12,1035,"410",Oleanderweg,"88",,"21640",Nottensdorf,
3,I,0xe53649d196bc16791188fa7176031c7a89f24e676e4a735f592ef5821d7422f7,948,"383",Julius-Leber-Straße,"194 c",,"56729",Siebenbach,
3,I,0x57e61b7f2dd0b94055273bc71b70701927d46c16751bfa3718a2e0a5f5247c71,990,"365",Benrather Straße,"174",,"53534",Barweiler,
3,I,0xce820980e9f7b31120d3d991a7bb51f3895d087df801bc2632098ae149e7bff9,936,"371",Ahauser Straße,"1",,"67753",Reipoltskirchen,
3,I,0x5738b8d7374644a9bf36f5a0497a8a949c7e2a6146550536864fa87088410e3a,998,"373",Kaltbachtal,"131",,"55435",Gau-Algesheim,
3,I,0x371992a5b2fb2036f5565c4c01d131babe8d91d0ba379623428c24c30c358956,960,"395",Dellbrücker Straße,"118c",,"23911",Salem,
3,I,0xe68db8784befedbfcf835ebfb917094cd943d2cc7d1df97c3993619a1975a20d,929,"364",Händelstraße,"141",,"55619",Hennweiler,
3,I,0x1f10509df16ad882de5df1f0ff57c87d9ba09998a95128891ef11771ebb85c4f,1012,"387",Schimmelbuschstraße,"80 a",,"29476",Gusborn,
3,I,0x30f0876531266c78c7f7679f1a4986f7d7637e7a7126a2d331ce41aa3550fa41,978,"353",Buldernweg,"122c",,"53343",Wachtberg,
3,I,0x5ccab9a5455a94882f7ad0d743ca0e70f962bc794fc9676ebf6011ebbcb0634f,945,"380",Freiheitsring,"49",,"79369",Wyhl am Kaiserstuhl,
3,I,0x3e6f727d0942dd7182497b19343fbdc2c253006e7ba2a0a860b1c570a38ded33,981,"356",Arenbergstraße,"110",,"38126",Braunschweig,
3,I,0x27a76f18a48716d0b6b9473062c2100fd3585afcf903b07751a427b4b5068ada,975,"410",Rundweg,"5",,"86633",Neuburg an der Donau,
3,I,0xcc72f0aac584298fb76921eacb488bfa2c45df1f50e0dd679c770bea351200ed,1024,"399",Moselblick,"63",,"66500",Hornbach,
3,I,0x7d886d369f340c45540e0bd8adc61f11cb74597dce35bdce3bb6988570d69122,982,"357",In der Stehle,"177",,"84529",Tittmoning,
3,I,0x0c8e52dcfa10b24c2c377b5abee4f31c73d910c8fe8f362c0607c25c4ce84620,1010,"385",Barmker Straße,"111",,"18276",Klein Upahl,
3,I,0xd9b6f0437703d09afea4df6ef7a7caeddf599123499e23730be628a03b7f56b8,1016,"391",Am Dorfplatz,"156",,"54675",Kruchten,
3,I,0x31bb86bc41d0d850303ed99653e084d2309b682342c74fae8b7573a87222cf63,1015,"390",Hoffeldstraße,"77",,"25881",Westerhever,
3,I,0xce173c63a4c9268c7f54b6c74d9416f15bd1e3183122c7222eaa199b4738ce49,924,"359",Brabanter Straße,"68",,"34125",Kassel,
3,I,0x9c4475a68dd5742cc6a83cd88a4e05336de3086d1fa3668b877f46fe82fc69b3,920,"355",Matthiasstraße,"132",,"47057",Duisburg,
3,I,0x1180297078f7627329fd3479cacae680c5b1295ac7682b039d01e656cae7422b,944,"379",Preußenstraße,"192",,"36043",Fulda,
3,I,0x06b4bd7b3c09158327bf1449439ef5f0bdec2e4d5bd117b65dfa9d271c92380d,916,"351",Markusstraße,"190",,"78733",Aichhalden,
3,I,0x980be75a7a5a26e554fbac7a4fb8b6d224f60903fcea84d41090fd28881883de,963,"398",Pommernstraße,"76",,"54526",Landscheid,
3,I,0x4f33082cda9b15343e66fa4cecc20ec3280fef90994296f143fa08e1ed35e03f,933,"368",In der Kauth,"30",,"29393",Groß Oesingen,
3,I,0x7b5a816287eb7e60ccf20d18b1bff3a381fa97ad8650a105198499f0cf45e9fc,1034,"409",Gevelsberger Straße,"112",,"75397",Simmozheim,
3,I,0x0eccef8592260b4c4f00af91ee177326c3bb3479149749046cac1a8b5af248d9,1027,"402",Hagenstraße,"151",,"63867",Johannesberg,
3,I,0x15881e774ee9da2d0a86e8d6c8f1db40e2423fb063669eca266dd3bcb26f69b1,989,"364",Thielenstraße,"174",,"86872",Scherstetten,
3,I,0x9c901f269b99fe53538039454ac23498023a80ac99de0361aa78c4911aa255a0,972,"407",Pattbergstraße,"127",,"75334",Straubenhardt,
3,I,0x147dd4f1ee2e5d9771f58089f08223b3ebf00f69c911aec8df162890617cc9d3,1030,"405",Kiefernstraße,"23",,"38120",Braunschweig,
3,I,0x41026f329036668f8267f44fed3b44d6906e77a956a5e3a85dd2680d1af4ccf6,943,"378",Sterkrader Straße,"127",,"84130",Dingolfing,
3,I,0x437936981cf402eded08d6d3d13e8af833e7e75e084afd282d1cee18feb3fa64,926,"361",Rilkestraße,"42",,"74867",Neunkirchen,
3,I,0x26758de3860f4e36b6ad092e2eb853b9867d2f6875faa44a1cb48ddeb0b9c6a9,917,"352",Gerichtstraße,"39 c",,"38375",Räbke,
3,I,0xeaa8a5149d7ef0b82dd68f0e63234e9d7d0523a95754a7a10df046c8d163bbbd,925,"360",Am Marienheim,"173 b",,"26129",Oldenburg,
3,I,0x2455040f616804bc3d7173f5790b0191eac2ca7861e93c5c8c5c63e84298ed8e,962,"397",Dröft,"155",,"55268",Nieder-Olm,
3,I,0x30926621d4e703d5437b43bde1426ad842f4999c5c79315d5423f2c2aa6a5bbc,953,"388",Müsener Straße,"45",,"56841",Traben-Trarbach,
3,C,0xa5c57cab299a720804850ea05dfdbef07e06f897cd8fffe62f10e416fe0f2ec1,13,"33",Michaelisweg,"130",,"84381",Johanniskirchen,
3,C,0xf9cb8f73ff8d7c5e9895b449a6e1a18d9298aa4dbd480f1e7d079d9e28d0a465,22,"8",St.-Barbara-Straße,"23",,"24576",Mönkloh,
3,C,0xc3dabf74942ab88d58ee00dbedbed434e5fc4dd3119461b105c139d0cbbe99a9,27,"27",Bennigser Straße,"48",,"96050",Bamberg,
3,C,0x7f25a9889c0d2962df9b935366d7aa787233a9cdf0a3a244c5cc9a87888c056c,36,"17",Hindenburgstraße,"116",,"24852",Süderhackstedt,
3,C,0xf228c942989e0e998f4923663320efb3e38481879f9fcdcc7818233a8225d467,43,"9",Salmgasse,"195",,"17498",Dargelin,
3,C,0xaf2b34e5e666d9973638f19c3eed55138cd301c7ba7e5a4f439e3e10793b317a,50,"15",Hachtorstraße,"169",,"97645",Ostheim vor der Rhön,
3,C,0xf32657468a631e295190a9bf8ad9b8dc77d46f5a5e97af11c2204a7a3f59cc80,56,"22",Emscherstraße,"117",,"82383",Hohenpeißenberg,
3,C,0xa93da59709cdd23d82f15f69986d8bd96ed13411eb62c44434f74a6493d45288,64,"20",Jan-von-Werth-Straße,"145",,"25992",List,
3,C,0xd3dbc7d7772949516dd11e51f3db21d25332fb38e7f7206a6b4bdc592356ea4f,77,"30",Eschelbacher Straße,"4",,"55469",Pleizenhausen,
3,C,0x08b9e69ba07542b4c0c4a896202b2b8d127ab7452b2e1ec279ac512862e75e71,85,"25",Hübelsheckerweg,"141",,"56291",Niedert,
3,C,0xa076a525c240ecade573540fab0f0955fb2a1be012d3b16cb0db0e0d21627d61,89,"15",Karl-Haarmann-Straße,"94",,"80796",München,
3,C,0xb9d5bf6b4b7ff95faf70ebe5de65346c0d9b7a6b0b8220af2c0982d4fbc69ea2,93,"10",Bindweider Straße,"181",,"76889",Dörrenbach,
3,C,0x3775083eac2819274a91aa7fe80bb24e686f17e8baffeb34f5ba415fa6331837,103,"28",Habichtsweg,"133",,"45326",Essen,
