"sys_loadingid","sys_cdc","sys_checksum","bestellungid","kundeid","vereinspartnerid","kaufdatum","kreditkarte","gueltigbis","kkfirma","produktid","menge","preis","rabatt"
1,I,0xb6a09ba1f2dc5c738f96896f8c0f08838f47f9075621f0e72b6dc2fb5c993da0,RS0000670,,GlückAuf,2022-03-05,"0000 5720 0400 0000",Feb 83,VISA,111,2,8.00,11.10
1,I,0xc15dfa85219a699ea7340d592243e8f1a51832df2bf6bfbbbb0036154621695d,RS0000719,,GlückAuf,2022-03-05,"0700 1000 0234 1368",Aug 78,Mastercard,84,49,0.55,0.00
1,I,0xa82b9d07a7ea17c307dc3b1f90d63df638c399c71c3cf710dbafd01f615fcce7,RS0000867,"311",GlückAuf,2022-03-05,"0500 0000 0330 9863",Okt 19,Mastercard,15,47,4.50,1.50
1,I,0xe4ecd0af2dae55bc29abd3dd2e9646ac121a07bb187288e774415133434fcfae,RS0000346,,GlückAuf,2022-03-05,,,,56,11,6.80,0.00
1,I,0xdd54f793405372c23433b158a8ea1c62b53de772dd2502a16cc732e5d834ed3b,RS0000275,,GlückAuf,2022-03-05,,,,17,17,3.30,0.00
1,I,0xb400988553aa62d01f8edde7da21e4f9491fba9a26e1ca0748b2bb6a236b24c7,RS0000744,"246",GlückAuf,2022-03-05,"0000 7277 0621 3900",Feb 20,VISA,63,37,4.30,0.00
1,I,0x7898c32635e5f9e723496fc2a26602173202077760711e2b06c7b845a0567f47,RS0000019,,GlückAuf,2022-03-05,,,,113,12,4.30,0.00
1,I,0x554a6826ae85b4b9ee3b86d6f858bdffe913b4779f89ebf820f13dbab6ea0517,RS0000543,,GlückAuf,2022-03-05,"0000 2813 0700 0000",Nov 13,American Express,53,44,5.00,5.30
1,I,0xf3c5a7bc55d38ab90d6d99ae7134e88c7e7552742e542b05286c773358a9a59a,RS0000441,,GlückAuf,2022-03-05,,,,78,11,1.80,0.00
1,I,0xd1939040f22c513d634306e7d58c3051fabce78b09f53863b3bee090b30fdf81,RS0000790,"398",GlückAuf,2022-03-05,"1900 0000 0649 9490",Sep 23,Mastercard,93,43,2.30,9.30
1,I,0xcd96f4ef3897112f1fdaf2e74e0e322bbda16c8f2f5dbcb2e14e51bccb02ec6b,RS0000859,"156",GlückAuf,2022-03-05,"0000 1868 0920 0000",Jun 92,Mastercard,61,35,7.80,0.00
1,I,0x0fe23aabfd7b0b8166d55fa74998529492ef77c8fce53ac93670e4452906a5cd,RS0000899,"216",GlückAuf,2022-03-05,"0000 8552 0604 1000",Apr 91,VISA,62,25,3.80,0.00
1,I,0x815796ad22242f2c01623c4b951a0b5984165443684d390422926525095f2589,RS0000144,,GlückAuf,2022-03-05,,,,23,29,2.80,0.00
1,I,0x39e5a54a9df55ee0e8f758f2f441e155cf2782dba511a6a299cd61b878863c57,RS0000214,,GlückAuf,2022-03-05,,,,32,20,4.80,0.00
1,I,0x422d80cf8e1f647e5e2f5c5ff512cbff71d84926ac61447848e7b576af70b2f0,RS0000613,,GlückAuf,2022-03-05,"0000 0365 0501 1000",Apr 19,VISA,87,37,0.50,8.70
1,I,0x5cce9a8e1d6467065826c689cb78f0ba407c6190e05ff59949d48242530bd0e0,RS0000594,"258",GlückAuf,2022-03-05,"0000 0960 0697 1000",Okt 23,VISA,44,38,4.00,4.40
1,I,0x279b56549acdb1c8ae8ecc3566f764cf8a1333c1429b3db38500fb2c7c43b482,RS0000199,,GlückAuf,2022-03-05,,,,96,37,7.80,0.00
1,I,0xf7e1118a53e786da62274163ff3d093395917907da9cbfff4210a60941aa400e,RS0000837,"107",GlückAuf,2022-03-05,"0000 6425 0800 2000",Okt 23,American Express,53,44,5.00,5.30
1,I,0xdf5b9e64724ccd79fa9166011d38f0f1ff0abbfcd6237a88570780e2267ca957,RS0000157,,GlückAuf,2022-03-05,,,,75,28,6.80,0.00
1,I,0x1417bd4fc475bdc94e74dc26436cf2c753831ca28118eb0040c68c50a217c8e7,RS0000069,,GlückAuf,2022-03-05,,,,2,46,3.80,0.00
1,I,0xd2bf8caad452998e4eeead226f67e722d4dde8a423ad2f50461ae66e9d61f5f0,RS0000219,,GlückAuf,2022-03-05,,,,90,25,0.80,0.00
1,I,0xcdb6b9beb11746b39b586b2630539f0829abd4c93d9f51581ebee3d0960dc746,RS0000262,,GlückAuf,2022-03-05,,,,29,12,1.30,0.00
1,I,0xe090942c9880b2a1a17f512fc4ca27d4caab1dc55ea8b6059f6974fe800746a1,RS0000460,"141",GlückAuf,2022-03-05,"0000 0585 0550 0000",Nov 15,American Express,77,21,1.80,0.00
1,I,0x3bf898c2895e2eb977a583a3bc7e4e987e89122302a2bd5e3947c89008fdf326,RS0000626,"341",GlückAuf,2022-03-05,"0800 4000 0413 7874",Nov 23,VISA,25,12,7.00,2.50
1,I,0x7d0045d5ee79b8863eae9a8df8428c5507d506e5246acbe1452db7b8de64b52c,RS0000494,"16",GlückAuf,2022-03-05,"0000 1551 1519 1900",Jan 23,Mastercard,21,47,3.80,0.00
1,I,0x21aeb86765e6319c698bfc7a29280e1bbb8abc106261388bee304ce1556579e9,RS0000477,"303",GlückAuf,2022-03-05,"9710 2400 0170 4650",Mai 17,VISA,88,28,0.30,0.00
1,I,0x50dfae2f3fd240738c2622f0b89e38daf9c7bcdaa3c0c0d97fd6ec82c2907ba1,RS0000507,"4",GlückAuf,2022-03-05,"0000 3966 0700 2400",Sep 18,Mastercard,76,42,4.00,7.60
1,I,0xe909c2bf8655f5561b8f2230a500ff7f9291b822ff289595231e3e244731186e,RS0000119,,GlückAuf,2022-03-05,,,,1,21,1.80,0.00
1,I,0x67efcc0e28f36e048918f7777076adbe03c1963183806135887d78aa2fbcd685,RS0000047,,GlückAuf,2022-03-05,,,,87,32,0.30,0.00
1,I,0x2531f7a956abbfba0188651b986390bfd9674c866dc51f0ed4da604c3af45d1c,RS0000006,,GlückAuf,2022-03-05,,,,37,46,0.30,0.00
1,I,0x5dade8d990e8e41ff6876be79303bbe560452c16bcdd47305f76b66ee8b4b6af,RS0000519,"366",GlückAuf,2022-03-05,"0602 0800 0647 7772",Okt 92,Mastercard,33,13,0.60,0.00
1,I,0xbab573ea9caadd36976da2a255bf658df6a64c118c76e0029952c704c341896d,RS0000440,,GlückAuf,2022-03-05,,,,108,8,7.80,0.00
1,I,0x87cf20859bfa82a33e52b78629ed8838a32a473ba068b0aab954a98610c7f810,RS0000671,"140",GlückAuf,2022-03-05,"0000 4832 0603 6200",Jun 83,Mastercard,103,48,5.00,10.30
1,I,0x85238b2a1c73995499b4cc7cfe2fbc3d53ed749debe5a32533044695dd5dabb8,RS0000459,"230",GlückAuf,2022-03-05,"0000 9170 1696 1400",Aug 16,Mastercard,45,42,1.80,0.00
1,I,0x8f07a83e12dbf0582495709628ae27e5d77040cba3d88477b630104ad426db56,RS0000668,"21",GlückAuf,2022-03-05,"0000 5054 2900 0000",Dez 87,American Express,8,23,8.00,0.80
1,I,0x332958a1b95f5ebf53ae825144cc915218a4d885c0ee73a31931174c995c3133,RS0000359,,GlückAuf,2022-03-05,,,,75,4,6.80,0.00
1,I,0x204481ab1c15c98d724c8f60f2f282c9ba9f04c96838c0744a23760aba9f6c5c,RS0000752,,GlückAuf,2022-03-05,"0690 1000 0345 6043",Sep 95,Mastercard,18,39,6.00,1.80
1,I,0x15382ddb6404352d03b34697f0d48c666021e3718d00bc3dc921bdaa39a1da2c,RS0000794,"288",GlückAuf,2022-03-05,"0000 3658 6626 5300",Dez 99,American Express,43,34,2.10,0.00
1,I,0xfc63dc65aec022df9254b5a3387d05d75178fc6f6abf74e6d7734f61e65b9e19,RS0000869,,GlückAuf,2022-03-05,"0000 8370 1633 7000",Nov 15,American Express,8,1,7.80,0.00
1,I,0x531a3274746b16d120c69c905d5b75b693b4791b1a78cb814fb601e757752990,RS0000519,"366",GlückAuf,2022-03-05,"0602 0800 0647 7772",Okt 92,Mastercard,17,35,3.30,0.00
1,I,0x0d9732a54c9fb73d7c9d7e0b9665df7cd24e5f89502743b0bae247dc32b5c948,RS0000542,"10",GlückAuf,2022-03-05,"0000 8487 0962 1400",Aug 17,Mastercard,16,26,3.00,1.60
1,I,0x76942eda1e7020eb81b46967f1a8f4cfd86e85819df7447def1dd85ff9bb8531,RS0000349,,GlückAuf,2022-03-05,,,,30,17,3.80,0.00
1,I,0x3e759849641fe56fc56996d8f83f4c1d2a9032daeba2495dce87276163ca3c99,RS0000209,,GlückAuf,2022-03-05,,,,59,30,2.80,0.00
1,I,0x3d95a42d53eab2751cdf54d9441a1dcaba8eaf0aa047682174cd5704e61f55a0,RS0000099,,GlückAuf,2022-03-05,,,,61,28,7.80,0.00
1,I,0x8c78338c54ab8cbe15fdf6f159f64f6511bd3d9da8f2ec2f26844345b663be13,RS0000021,,GlückAuf,2022-03-05,,,,19,19,1.80,0.00
1,I,0x2f7b4b972665dcd37c121010cbdadc2f8d74dfc72ee6dbdd382c4934ad37755f,RS0000016,,GlückAuf,2022-03-05,,,,5,27,4.80,0.00
1,I,0x4b8bbf2ab665724f99a65a262fa711175de84f0f5b5b226cb5640c895b13791d,RS0000373,,GlückAuf,2022-03-05,,,,90,38,0.80,0.00
1,I,0x373cf64ad3248a89ce394bcf6514d41105ad8a10405cd899088aa2b7a3fa1925,RS0000620,"35",GlückAuf,2022-03-05,"0000 1937 0502 9900",Jun 23,Mastercard,84,8,0.75,8.40
1,I,0x6c6fd3be1de9ad08d22fc841c90d0aaac98156bd302a8ded9f271b73cf9cace5,RS0000624,"379",GlückAuf,2022-03-05,"0800 8500 0186 4149",Mrz 23,VISA,107,13,7.80,0.00
1,I,0xbd0ccf4bc04b5c1aa1402f20544875f73a7766de8bb71bd857be2b5408fcc742,RS0000096,,GlückAuf,2022-03-05,,,,43,22,2.10,0.00
1,I,0x289997d6d63e852273324f3a3a106e789f5474025f21c25e00afedfc88f9b809,RS0000627,"76",GlückAuf,2022-03-05,"0000 2761 3700 8600",Jun 23,Mastercard,39,30,0.80,3.90
1,I,0xbd134e438a2c567753e8a0095fe1d105441a065db1bbb6e8da9b34ad14323dfa,RS0000781,"62",GlückAuf,2022-03-05,"0000 2730 1308 0000",Nov 17,American Express,63,37,4.50,6.30
1,I,0x7033108b67c0d0d7bedfb74bcae5cfc3ff7d40b7b652ccded752fe0c8d67a2fc,RS0000552,"228",GlückAuf,2022-03-05,"0000 2768 3915 0000",Sep 16,Mastercard,50,23,5.60,5.00
1,I,0x472050faddb1c67e6c2ade1cdf0d97c144f27d187fb589d69c82f4f42b438670,RS0000661,,GlückAuf,2022-03-05,"0000 3660 0698 6000",Feb 14,VISA,48,37,4.50,4.80
1,I,0xfd6aacf9f3bd7cee0fe9d33faf940a9454c003f1a613135a7e1376774c6ed295,RS0000170,,GlückAuf,2022-03-05,,,,46,44,7.80,0.00
1,I,0x121175f0260b9d1bfee0c798cff0d6d592eaf229e9dff65be366ab00e476372b,RS0000268,,GlückAuf,2022-03-05,,,,111,7,7.80,0.00
1,I,0xfb91087070b054bbcf4ef32a5d9e582fe8ab05efc6ce094d15c232eb5b3283a8,RS0000349,,GlückAuf,2022-03-05,,,,94,29,3.80,0.00
1,I,0x28c91b265e485f8cef00ef678c6aba9f579b08c3ded24af2c57a0813ce494061,RS0000174,,GlückAuf,2022-03-05,,,,76,1,3.80,0.00
1,I,0x7536092a428a07961486027e0b8257adb608be0e43c31d2ccfbc26f789046692,RS0000001,,GlückAuf,2022-03-05,,,,93,5,2.10,0.00
1,I,0xf96f67081165edf478a7c0fbf05487b3be659c20698e6dc0f3a1bc75642bcdcd,RS0000882,"245",GlückAuf,2022-03-05,"0000 3912 0965 9700",Aug 23,VISA,91,31,1.20,9.10
1,I,0x29cda91e28393e757f0dde81fbc48e46251d3c20af5d1b2b3a00193d865169b1,RS0000371,,GlückAuf,2022-03-05,,,,13,21,4.30,0.00
1,I,0x90ff9cfe010e20cc8db508f567a074f7853e657186f62703ff2ccf6413380e5d,RS0000368,,GlückAuf,2022-03-05,,,,39,10,0.60,0.00
1,I,0xfe26923dda7aa2867eb047d50ae6373d0255a644f88ec8213192003af5e3ff25,RS0000809,"190",GlückAuf,2022-03-05,"0000 7272 0691 1300",Okt 20,Mastercard,113,45,4.50,11.30
1,I,0xc9867dae0e18fbe2262985c4e155ffa634f240a640a5176eb95d9dfcaf53f9df,RS0000544,,GlückAuf,2022-03-05,"0000 2913 0700 0000",Jun 14,Mastercard,123,41,2.80,0.00
1,I,0x57ecf8b7c54d16f18308a66d95c5b87eaab7de03913e21ccd579be5eb9253afe,RS0000142,,GlückAuf,2022-03-05,,,,1,43,1.80,0.00
1,I,0xc4540592d903d01b898057708a3438a08affdc5791da8b1ef9251622317065b4,RS0000333,,GlückAuf,2022-03-05,,,,122,32,1.80,0.00
1,I,0x4071c71c7efec36c3bd82b432e20c74b2ecb91eb735c8c97cd02c534d396a96e,RS0000336,,GlückAuf,2022-03-05,,,,18,49,5.80,0.00
1,I,0xefeaf6b2b603013663ec2fd0365e649c2b0d00e16054bcee59105d2f9c829c39,RS0000235,,GlückAuf,2022-03-05,,,,35,24,0.80,0.00
1,I,0xeaaca789dbd9b0619d43173e369d769e8992ee0bd3f3f451ddb8303aecc01495,RS0000401,,GlückAuf,2022-03-05,,,,2,20,3.80,0.00
1,I,0x85a55894ad333dbf15ffebc61861f6590672ee5a7373e32c73ba1bcaaaf7be85,RS0000632,,GlückAuf,2022-03-05,"0000 0369 4500 6500",Sep 96,Mastercard,113,34,4.50,11.30
1,I,0xd670686f0304dbf8d731357a9def1b6d78bb44e9c5c773f5452f7add29ed48dc,RS0000442,,GlückAuf,2022-03-05,,,,59,27,2.80,0.00
1,I,0x0abefdfb9032c9744c4e451afb8341654d3773abf730af12a55a9081c227ec8b,RS0000762,"275",GlückAuf,2022-03-05,"0000 2386 0101 1100",Apr 84,VISA,6,27,7.00,0.60
1,I,0xd1c103eaecfbefab54f15e474fa15e889d2db149089f176195725f8efe7f1838,RS0000435,,GlückAuf,2022-03-05,,,,17,27,3.30,0.00
1,I,0x9bcdbecdbb7b6d639ca69a03a8eb889c632c9dcd6765bcd89ff8b66b0c50dc9f,RS0000320,,GlückAuf,2022-03-05,,,,91,31,1.00,0.00
1,I,0x3ef41f9435c81a7faa22ee1127aff2ff67977b37eb0752fab64760df78558618,RS0000339,,GlückAuf,2022-03-05,,,,68,40,5.80,0.00
1,I,0x0fea9ad43ae59d4b4e9d2cda0b41de764a645e44d797c5b62afc682c1f88d95d,RS0000221,,GlückAuf,2022-03-05,,,,118,16,5.80,0.00
1,I,0x080106611d5de6fe657051fa9d06f44244029b0243143ce6c77111c8f5fe9c06,RS0000228,,GlückAuf,2022-03-05,,,,32,7,4.80,0.00
1,I,0x1dcbfc6a413567d2b401863d635819bafc3dde64396f0b272729fd011e58f174,RS0000839,,GlückAuf,2022-03-05,"0000 4075 0500 0000","09/00",Mastercard,82,49,4.80,0.00
1,I,0x7e16f4949e561eb27fd91afe41c5fb31603158c70d9f4151ea27bacd4f7accff,RS0000421,,GlückAuf,2022-03-05,,,,41,16,1.00,0.00
1,I,0x2764ea4f7f925c6f6409eaf1e302698e731c93e65b6ca0e245ff21697c3f93fd,RS0000578,"20",GlückAuf,2022-03-05,"0000 4820 7300 0700",Okt 97,Mastercard,24,24,3.00,2.40
1,I,0x56689a72cc1ecb47d5664200d248310b2de9d485eebab71ff5a2b65546e45673,RS0000724,"280",GlückAuf,2022-03-05,"0000 7750 1209 0000",Jul 23,VISA,58,15,8.00,5.80
1,I,0xcfa573fdd75013b4bf959151e6a25d1227fa02772fe6113bc39a6f1c97a9a7bf,RS0000577,,GlückAuf,2022-03-05,"0000 2386 0101 1100",Apr 84,VISA,64,38,4.50,6.40
1,I,0x4071c71c7efec36c3bd82b432e20c74b2ecb91eb735c8c97cd02c534d396a96e,RS0000357,,GlückAuf,2022-03-05,,,,18,49,5.80,0.00
1,I,0xd394aff8bb1124a32bdf14699792e36e2c3a5cfd74dc6acfe129079be4609b32,RS0000824,,GlückAuf,2022-03-05,"0000 0365 0501 1000",Apr 19,VISA,10,36,0.30,0.00
1,I,0x3f14e622a11ee3ab442d6b870d7ded2d53bc096bfec5d1771dccb69bf6e06acf,RS0000590,"292",GlückAuf,2022-03-05,"0000 4844 5500 4500",Feb 23,VISA,85,1,1.00,8.50
1,I,0xf9b57b1c1edf8aac42fce5a5447c2f30ac0d0a1c1de5abef866f90561e45e98a,RS0000378,,GlückAuf,2022-03-05,,,,48,29,4.30,0.00
1,I,0x958051ae23583d1c749cde5baca6e3e8d047d9b44d2d820ca7fb8df7f1aa306e,RS0000521,,GlückAuf,2022-03-05,"0300 0100 0558 4201",Feb 98,VISA,57,14,8.00,5.70
1,I,0x34d6e9121d281aac12a5c9c54f5239021dd6e487aea8de9b54a51e8a5896478d,RS0000419,,GlückAuf,2022-03-05,,,,102,49,3.80,0.00
1,I,0x92dcae425f8cff57f43483ccf5c53494ac9eb55dd99527e0cae7e799bdef2b43,RS0000402,,GlückAuf,2022-03-05,,,,12,27,3.80,0.00
1,I,0x7a2a9df8eae35833e1e3638b82928057195d0227008d46c310a743c6f83ad28b,RS0000238,,GlückAuf,2022-03-05,,,,15,1,4.30,0.00
1,I,0x332958a1b95f5ebf53ae825144cc915218a4d885c0ee73a31931174c995c3133,RS0000237,,GlückAuf,2022-03-05,,,,106,4,6.80,0.00
1,I,0x6463d67e98d19c5918aa5ba2f952d3df6ded13299f6f294bb1f3d70988595b4a,RS0000483,"158",GlückAuf,2022-03-05,"0000 5160 2618 1800",Mai 85,VISA,47,41,8.80,0.00
1,I,0x322163ff1b52794ac7a6a3914405f1529e5d85b44c7cdaa4825f2a94bd3f4ddb,RS0000611,,GlückAuf,2022-03-05,"2911 2000 0746 7730",Feb 23,VISA,59,1,3.00,5.90
1,I,0xba3f9a17e97a9bce71f190366f115eda287b469436c07c4d63cd678f59c18430,RS0000715,"401",GlückAuf,2022-03-05,"2101 5500 0673 2550",Sep 23,Mastercard,109,41,3.00,10.90
1,I,0x1e06e3c78fd84c071ea888560acdc6173f1bda34cc3df2ac522aae5e8f6830e2,RS0000871,,GlückAuf,2022-03-05,"0000 2465 0920 1000",Sep 94,Mastercard,36,33,0.50,3.60
1,I,0x64cd0654951b8a1d28b9c0c03e91112c49fa15745376974a9502cf1d362f90e0,RS0000631,"315",GlückAuf,2022-03-05,"0601 0000 0128 5504",Dez 91,American Express,2,17,4.00,0.20
1,I,0x6ce9c51870861ec9f4a531c7d31a6bf3cdc0b821c4ab58d6dfd8b694adc5cfd3,RS0000894,"271",GlückAuf,2022-03-05,"0000 3581 0700 2400",Sep 23,Mastercard,48,34,4.30,0.00
1,I,0x16d9ff87c71a7958f7eb80a1a11d6aa14a5949bc9e36e38ad98de93fe152d504,RS0000092,,GlückAuf,2022-03-05,,,,52,35,3.80,0.00
1,I,0xd4ed9ec976a19cab3547ff261c203cb71797190eb72c43e4d99eb08ce7cd2c53,RS0000854,,GlückAuf,2022-03-05,"0000 6336 0400 8500",Sep 89,Mastercard,63,41,4.30,0.00
1,I,0xec629156f5826369057ec1b295023f123db26971ea5c75eef6ae0d824ebeb6fc,RS0000478,"24",GlückAuf,2022-03-05,"0000 1072 2515 2000",Jan 89,VISA,9,39,2.80,0.00
1,I,0xb8010102013e08575a04a8912f9fa72da052de9546fcf48e77249978446ad4c5,RS0000772,"112",GlückAuf,2022-03-05,"0000 0650 5101 3200",Apr 89,VISA,48,4,4.50,4.80
1,I,0xb7b9980012b43d992eb5febb80c24a4401fe4593f9f80a02cf6e3c58f288505d,RS0000131,,GlückAuf,2022-03-05,,,,87,16,0.30,0.00
1,I,0xa658a2f40ab250dd44c4a0327d9a16fd1d80210dfaac30f40a133f9bd9b5625f,RS0000579,,GlückAuf,2022-03-05,"0000 2170 2501 5000",Dez 23,VISA,91,13,1.00,0.00
1,I,0x279ce6c1050fc9647712b5e8a38c2f6584616ce655fea7363691312445ae2e1e,RS0000299,,GlückAuf,2022-03-05,,,,89,39,0.60,0.00
1,I,0x64c6d349629dbacfda8cd4bac7edcdcca5a17156ffb569328643f80ea44961b9,RS0000597,"51",GlückAuf,2022-03-05,"0000 9154 0616 5000",Jul 20,Mastercard,90,1,1.00,9.00
1,I,0x1754c56e34e7a17e09fed97a20bf3d1668ca830cde75a2b780249b44aac16d7e,RS0000146,,GlückAuf,2022-03-05,,,,93,3,2.10,0.00
1,I,0x8dc00593a657ead3dbfa135822fbffb83d35b71cca9c2c71016fb6b786d9d86c,RS0000074,,GlückAuf,2022-03-05,,,,92,29,2.20,0.00
1,I,0x6e7a589d9ab1a6f17e56e5070803fcf36e54aa93d3613a3d630a846a19ce0afe,RS0000775,"87",GlückAuf,2022-03-05,"0000 7653 3500 0000",Jul 18,Mastercard,74,22,3.00,7.40
1,I,0xbe29627cc59810992855f6be7a4b61cd9416f37a4e0fe79e199b6c63c112b656,RS0000726,"163",GlückAuf,2022-03-05,"0000 8784 0800 0000",Aug 23,Mastercard,90,14,1.00,9.00
1,I,0x53c3bb72e01fe80128e31911dca7fbd204e32453372724326924fd4a6777dc09,RS0000341,,GlückAuf,2022-03-05,,,,91,45,1.00,0.00
1,I,0xd670686f0304dbf8d731357a9def1b6d78bb44e9c5c773f5452f7add29ed48dc,RS0000379,,GlückAuf,2022-03-05,,,,24,27,2.80,0.00
1,I,0x97e6ff6485e4f322cdbafc3916987d9e06d2f0a3f4119903fa9bed67de101aca,RS0000049,,GlückAuf,2022-03-05,,,,49,42,3.60,0.00
1,I,0x5c5a61af4078dd824094d487bfc3fd32b8223290e4a518ec2b42a38ba3cd4622,RS0000089,,GlückAuf,2022-03-05,,,,34,15,0.55,0.00
1,I,0x5f255ffbdafac72f8c6fd8023a0fdeccb42f4a4750288968ce9cd310ec77d7c7,RS0000524,,GlückAuf,2022-03-05,"0000 5012 0700 8800",Sep 88,Mastercard,2,48,4.00,0.20
1,I,0x90a48b8f7ce6fcc40a476fec09105f34ddb6b8b38da46fc8163fde25b8d6fd21,RS0000344,,GlückAuf,2022-03-05,,,,110,42,0.30,0.00
1,I,0x05d31c50e15f12a061e9123272d8be6abfc9e42852f38f0758a4dc53cf1ffa2e,RS0000719,,GlückAuf,2022-03-05,"0700 1000 0234 1368",Aug 78,Mastercard,122,32,1.80,0.00
1,I,0x7d204083f063c7acedb34a846d8568691e302848757a69cc7955b3fc61b6a65e,RS0000400,,GlückAuf,2022-03-05,,,,57,9,7.80,0.00
1,I,0x53116cc7e0f32558bcdc8b5a3755147f0fa7d5065ed9a0d5af9bc5532bf99237,RS0000459,"230",GlückAuf,2022-03-05,"0000 9170 1696 1400",Aug 16,Mastercard,88,40,0.30,0.00
1,I,0xd7ae887fe539271a4c7c37683cb6eb7c6a967505021d309f94aba55152d98f94,RS0000396,,GlückAuf,2022-03-05,,,,17,23,3.30,0.00
1,I,0x1bf9dc253a54c2d55e239da7983a25252474f409dd4aa8fb1bf45652260f686d,RS0000719,,GlückAuf,2022-03-05,"0700 1000 0234 1368",Aug 78,Mastercard,30,25,4.00,3.00
1,I,0x93b0001e8ff02af7059a5904ec9ea2281cca02f17bbce6c3b7c7ae0ce66dd652,RS0000223,,GlückAuf,2022-03-05,,,,123,14,2.80,0.00
1,I,0xac8d8a4d719b15495c8550619a8fbb0d0dbf57c2452c4507900459eac4dcdee0,RS0000769,,GlückAuf,2022-03-05,"0000 5645 8410 3100","11/00",American Express,12,34,3.80,0.00
1,I,0x9df022c8ed90c286be2c596b511ea6779e1a1cf109f986fd1dde4d3b6a22d31f,RS0000719,,GlückAuf,2022-03-05,"0700 1000 0234 1368",Aug 78,Mastercard,28,14,1.80,0.00
1,I,0x8ccdfcb4553706d87163c01bf4fe3deafe26106bd2713de2c7ccefff425f9d92,RS0000252,,GlückAuf,2022-03-05,,,,120,2,7.80,0.00
1,I,0x22391c13c48c4fa1a145673c860ca0fb8f90a965460c2eb9eb704b4dddf60fac,RS0000198,,GlückAuf,2022-03-05,,,,47,25,8.80,0.00
1,I,0x6a03e8653f3f625fb03bedc061fc5c324bdb65ef555d2adce849833d5d8f0a55,RS0000873,,GlückAuf,2022-03-05,"5514 8000 0695 2020",Apr 18,VISA,49,16,3.80,4.90
1,I,0x412fbe62d37c1f36b903c798e88925ddd2dae811e83eb103418d8aedaebec3bb,RS0000509,"296",GlückAuf,2022-03-05,"0000 4658 5400 3500",Nov 23,Mastercard,116,46,3.00,11.60
1,I,0xd56094e90e5dea1fd94b9f7197efd385b64681070818691176ab3e37fb9022b7,RS0000860,,GlückAuf,2022-03-05,"2911 2000 0746 7730",Feb 23,VISA,52,42,4.00,5.20
1,I,0x532967ac0c2b672764ab9e7b425d295da99c7b4eb69e364d79eb6ae8d8703195,RS0000614,,GlückAuf,2022-03-05,"0000 4820 7300 0700",Okt 97,Mastercard,39,9,0.60,0.00
1,I,0xa153708e267b6d64ae734a4b16d6c90041bdc059904df0905ca6bf2073d7fd7c,RS0000522,"98",GlückAuf,2022-03-05,"0000 3876 0260 0000",Jun 98,Mastercard,96,3,8.00,9.60
1,I,0xbde3ad46232ccc07b6efeb4f964755a23680fecd9fac458fb7a0a6df91495698,RS0000791,,GlückAuf,2022-03-05,"0000 3829 0501 0100",Jul 20,Mastercard,11,11,8.00,1.10
1,I,0x2b087a6e423d680b94184e6e49e3496909179314257cdcb194e921e220f39387,RS0000077,,GlückAuf,2022-03-05,,,,39,19,0.60,0.00
1,I,0xf63e27d85db31ccede01f4c492f248926a708c80fbfc0607f890ed8036d91a41,RS0000044,,GlückAuf,2022-03-05,,,,55,41,4.80,0.00
1,I,0x558af92ce655e0936ee90517556fe3b974adf09bfc6f1111ae36e2a0f8b619f9,RS0000827,"397",GlückAuf,2022-03-05,"8624 5100 0454 7890",Jun 23,Mastercard,53,32,5.00,5.30
1,I,0x8361b181471fbc6d6efc31466717e91fa2e9bbdec68a57652a4263c6618c4e10,RS0000239,,GlückAuf,2022-03-05,,,,90,33,0.80,0.00
1,I,0x4f37563477e7b8a94da99cb52396e8382f7f6f4549adc0656c5e17fe706f098d,RS0000492,"366",GlückAuf,2022-03-05,"0602 0800 0647 7772",Okt 92,Mastercard,32,22,4.80,0.00
1,I,0x92dcae425f8cff57f43483ccf5c53494ac9eb55dd99527e0cae7e799bdef2b43,RS0000299,,GlückAuf,2022-03-05,,,,102,27,3.80,0.00
1,I,0x3f9e6e5cbdcc039092f1153f4dfbb969693ffc753277b92804b9be88728ba932,RS0000594,"258",GlückAuf,2022-03-05,"0000 0960 0697 1000",Okt 23,VISA,118,16,5.80,0.00
1,I,0x8c63606243dcb2d142573b1fe1c260bce9862dd62a114147aaf2f59c38031086,RS0000856,,GlückAuf,2022-03-05,"0000 9185 5900 0000",Nov 14,American Express,16,21,3.00,1.60
1,I,0xb62ab4166f453106b62b49526b4edc84cbca00e5944120705c0b0cc3a5fe2e97,RS0000344,,GlückAuf,2022-03-05,,,,99,41,3.60,0.00
1,I,0x90235c9b80516375023fb20e92d0caa3e12e314fba664ad93bddd5810602c685,RS0000517,,GlückAuf,2022-03-05,"0000 5410 0610 0600",Apr 23,VISA,42,44,2.40,4.20
1,I,0x956ea395c594cd1217ef311d167530f9158549f67dca7bb38126687f2e8f1050,RS0000499,"12",GlückAuf,2022-03-05,"0000 3182 0640 3800",Okt 23,VISA,14,40,4.30,0.00
1,I,0x99fff320a447097213d4f22284c109939bb554d2c09bcb12edbbaca37899152f,RS0000420,,GlückAuf,2022-03-05,,,,25,32,6.80,0.00
1,I,0xfd12dedb2ce175c896529251b39e74d094f31cceb9b38460d1ccc03305e82052,RS0000409,,GlückAuf,2022-03-05,,,,45,7,1.80,0.00
